;id;dish_id;sale_id;quantity
11213;2428;71;1214;3
11214;2429;22;1215;2
1214;2430;7;1215;3
11215;2431;13;1216;3
1215;2432;63;1216;1
11216;2433;9;1217;2
1216;2434;21;1217;3
1217;2435;67;1218;1
11217;2436;32;1218;1
1218;2437;7;1219;3
11218;2438;42;1219;3
11219;2439;23;1220;1
1219;2440;40;1220;2
1220;2441;36;1221;2
11220;2442;12;1221;3
11221;2443;64;1222;1
1221;2444;70;1222;2
11222;2445;33;1223;1
1222;2446;66;1223;3
11223;2447;42;1224;1
1223;2448;17;1224;2
11224;2449;48;1225;3
1224;2450;3;1225;3
1225;2451;31;1226;2
11225;2452;64;1226;3
1226;2453;20;1227;3
11226;2454;20;1227;1
1227;2455;70;1228;2
11227;2456;17;1228;1
1228;2457;11;1229;3
11228;2458;16;1229;2
1229;2459;25;1230;2
11229;2460;18;1230;3
11230;2461;20;1231;1
1230;2462;34;1231;1
11231;2463;26;1232;2
1231;2464;27;1232;2
1232;2465;9;1233;1
11232;2466;55;1233;3
1233;2467;65;1234;1
11233;2468;48;1234;3
1234;2469;70;1235;2
11234;2470;64;1235;1
1235;2471;54;1236;1
11235;2472;46;1236;3
11236;2473;9;1237;3
1236;2474;43;1237;3
11237;2475;26;1238;3
1237;2476;17;1238;2
11238;2477;70;1239;1
1238;2478;38;1239;3
11239;2479;37;1240;1
1239;2480;35;1240;1
11240;2481;66;1241;2
1240;2482;14;1241;2
11241;2483;39;1242;2
1241;2484;53;1242;3
11242;2485;42;1243;2
1242;2486;3;1243;2
1243;2487;43;1244;3
11243;2488;3;1244;1
11244;2489;47;1245;1
1244;2490;24;1245;1
11245;2491;38;1246;2
1245;2492;69;1246;1
11246;2493;7;1247;3
1246;2494;66;1247;3
11247;2495;17;1248;1
1247;2496;7;1248;2
11248;2497;28;1249;3
1248;2498;57;1249;1
1249;2499;68;1250;3
11249;2500;63;1250;1
11250;2501;52;1251;1
1250;2502;44;1251;1
1251;2503;61;1252;1
11251;2504;46;1252;3
1252;2505;64;1253;1
11252;2506;48;1253;3
1253;2507;23;1254;1
11253;2508;5;1254;1
11254;2509;56;1255;1
1254;2510;45;1255;1
11255;2511;44;1256;2
1255;2512;33;1256;2
11256;2513;12;1257;2
1256;2514;46;1257;2
1257;2515;56;1258;2
11257;2516;60;1258;1
1258;2517;12;1259;2
11258;2518;68;1259;1
11259;2519;71;1260;1
1259;2520;28;1260;1
11260;2521;12;1261;1
1260;2522;25;1261;1
1261;2523;47;1262;3
11261;2524;45;1262;1
1262;2525;71;1263;1
11262;2526;10;1263;1
1263;2527;55;1264;3
11263;2528;19;1264;1
11264;2529;55;1265;3
1264;2530;46;1265;1
11265;2531;54;1266;2
1265;2532;28;1266;2
11266;2533;69;1267;2
1266;2534;27;1267;2
1267;2535;6;1268;2
11267;2536;30;1268;1
11268;2537;66;1269;3
1268;2538;41;1269;3
1269;2539;22;1270;3
11269;2540;46;1270;3
11270;2541;31;1271;1
1270;2542;57;1271;3
1271;2543;30;1272;1
11271;2544;5;1272;2
1272;2545;59;1273;1
11272;2546;33;1273;1
1273;2547;7;1274;1
11273;2548;66;1274;3
11274;2549;70;1275;2
1274;2550;14;1275;1
1275;2551;66;1276;2
11275;2552;59;1276;3
1276;2553;69;1277;3
11276;2554;55;1277;2
1277;2555;26;1278;3
11277;2556;31;1278;3
1278;2557;38;1279;1
11278;2558;54;1279;1
1279;2559;3;1280;1
11279;2560;25;1280;3
11280;2561;56;1281;3
1280;2562;28;1281;3
1281;2563;22;1282;3
11281;2564;58;1282;2
1282;2565;64;1283;1
11282;2566;20;1283;2
1283;2567;38;1284;3
11283;2568;50;1284;1
11284;2569;17;1285;3
1284;2570;14;1285;1
1285;2571;66;1286;2
11285;2572;35;1286;1
1286;2573;23;1287;2
11286;2574;27;1287;1
1287;2575;41;1288;3
11287;2576;46;1288;2
1288;2577;58;1289;1
11288;2578;11;1289;3
1289;2579;5;1290;3
11289;2580;18;1290;1
11290;2581;39;1291;3
1290;2582;35;1291;2
1291;2583;67;1292;3
11291;2584;19;1292;3
1292;2585;42;1293;3
11292;2586;6;1293;1
1293;2587;32;1294;3
11293;2588;7;1294;2
1294;2589;68;1295;2
11294;2590;28;1295;2
11295;2591;47;1296;3
1295;2592;13;1296;1
11296;2593;3;1297;3
1296;2594;65;1297;2
11297;2595;38;1298;1
1297;2596;66;1298;1
1298;2597;70;1299;3
11298;2598;45;1299;1
1299;2599;15;1300;3
11299;2600;50;1300;2
1300;2601;29;1301;1
11300;2602;57;1301;1
1301;2603;61;1302;3
11301;2604;71;1302;2
11302;2605;27;1303;2
1302;2606;54;1303;2
1303;2607;58;1304;2
11303;2608;22;1304;2
11304;2609;22;1305;1
1304;2610;33;1305;2
1305;2611;35;1306;3
11305;2612;42;1306;2
11306;2613;28;1307;2
1306;2614;59;1307;3
1307;2615;36;1308;1
11307;2616;61;1308;2
1308;2617;20;1309;2
11308;2618;2;1309;3
11309;2619;23;1310;3
1309;2620;69;1310;2
1310;2621;2;1311;2
11310;2622;15;1311;1
11311;2623;51;1312;3
1311;2624;58;1312;1
11312;2625;2;1313;1
1312;2626;27;1313;1
11313;2627;54;1314;1
1313;2628;62;1314;2
11314;2629;7;1315;3
1314;2630;33;1315;3
11315;2631;32;1316;1
1315;2632;6;1316;3
11316;2633;15;1317;2
1316;2634;12;1317;1
11317;2635;24;1318;2
1317;2636;10;1318;3
11318;2637;17;1319;1
1318;2638;62;1319;3
11319;2639;62;1320;2
1319;2640;57;1320;2
11320;2641;63;1321;3
1320;2642;63;1321;3
1321;2643;62;1322;1
11321;2644;39;1322;2
11322;2645;33;1323;3
1322;2646;5;1323;3
11323;2647;33;1324;2
1323;2648;57;1324;3
1324;2649;25;1325;1
11324;2650;22;1325;3
1325;2651;60;1326;2
11325;2652;70;1326;3
11326;2653;29;1327;2
1326;2654;49;1327;1
11327;2655;48;1328;3
1327;2656;54;1328;1
11328;2657;29;1329;1
1328;2658;18;1329;2
11329;2659;44;1330;3
1329;2660;47;1330;2
1330;2661;40;1331;1
11330;2662;30;1331;1
1331;2663;40;1332;2
11331;2664;54;1332;3
1332;2665;16;1333;3
11332;2666;9;1333;3
1333;2667;57;1334;3
11333;2668;21;1334;2
11334;2669;8;1335;1
1334;2670;70;1335;3
11335;2671;54;1336;3
1335;2672;53;1336;1
11336;2673;17;1337;2
1336;2674;37;1337;2
11337;2675;67;1338;3
1337;2676;21;1338;2
11338;2677;69;1339;2
1338;2678;9;1339;2
11339;2679;66;1340;2
1339;2680;53;1340;2
11340;2681;10;1341;1
1340;2682;68;1341;1
11341;2683;22;1342;3
1341;2684;50;1342;3
11342;2685;41;1343;3
1342;2686;63;1343;1
11343;2687;26;1344;1
1343;2688;56;1344;1
11344;2689;64;1345;1
1344;2690;35;1345;1
1345;2691;12;1346;1
11345;2692;31;1346;1
1346;2693;17;1347;2
11346;2694;37;1347;1
11347;2695;25;1348;3
1347;2696;35;1348;2
1348;2697;35;1349;3
11348;2698;31;1349;2
11349;2699;41;1350;1
1349;2700;51;1350;1
1350;2701;51;1351;2
11350;2702;46;1351;3
1351;2703;69;1352;2
11351;2704;57;1352;3
11352;2705;30;1353;1
1352;2706;36;1353;2
11353;2707;5;1354;2
1353;2708;67;1354;2
11354;2709;9;1355;2
1354;2710;49;1355;2
1355;2711;34;1356;1
11355;2712;70;1356;3
11356;2713;60;1357;1
1356;2714;30;1357;2
1357;2715;4;1358;2
11357;2716;24;1358;1
1358;2717;15;1359;2
11358;2718;28;1359;3
1359;2719;10;1360;2
11359;2720;56;1360;2
11360;2721;46;1361;2
1360;2722;19;1361;1
11361;2723;64;1362;3
1361;2724;71;1362;3
1362;2725;35;1363;3
11362;2726;11;1363;2
1363;2727;7;1364;1
11363;2728;50;1364;1
1364;2729;69;1365;3
11364;2730;17;1365;3
1365;2731;5;1366;2
11365;2732;59;1366;3
11366;2733;48;1367;3
1366;2734;55;1367;3
11367;2735;9;1368;1
1367;2736;17;1368;2
1368;2737;12;1369;1
11368;2738;9;1369;3
1369;2739;60;1370;1
11369;2740;69;1370;1
11370;2741;49;1371;1
1370;2742;54;1371;2
11371;2743;51;1372;3
1371;2744;51;1372;3
11372;2745;61;1373;2
1372;2746;46;1373;3
11373;2747;60;1374;1
1373;2748;25;1374;3
11374;2749;58;1375;1
1374;2750;26;1375;3
11375;2751;71;1376;1
1375;2752;1;1376;2
11376;2753;54;1377;2
1376;2754;44;1377;2
11377;2755;70;1378;2
1377;2756;24;1378;1
11378;2757;33;1379;2
1378;2758;47;1379;2
11379;2759;14;1380;1
1379;2760;8;1380;2
1380;2761;59;1381;1
11380;2762;16;1381;1
11381;2763;30;1382;2
1381;2764;32;1382;1
11382;2765;22;1383;1
1382;2766;14;1383;1
1383;2767;26;1384;2
11383;2768;10;1384;1
1384;2769;62;1385;2
11384;2770;51;1385;2
11385;2771;52;1386;1
1385;2772;25;1386;2
11386;2773;5;1387;3
1386;2774;26;1387;3
11387;2775;42;1388;1
1387;2776;59;1388;3
11388;2777;25;1389;2
1388;2778;44;1389;3
11389;2779;43;1390;2
1389;2780;57;1390;3
11390;2781;12;1391;2
1390;2782;3;1391;1
11391;2783;53;1392;3
1391;2784;59;1392;1
1392;2785;55;1393;3
11392;2786;4;1393;1
11393;2787;20;1394;3
1393;2788;42;1394;3
1394;2789;24;1395;1
11394;2790;36;1395;3
11395;2791;44;1396;3
1395;2792;30;1396;3
1396;2793;15;1397;3
11396;2794;36;1397;1
1397;2795;43;1398;2
11397;2796;1;1398;2
1398;2797;12;1399;2
11398;2798;11;1399;2
1399;2799;24;1400;1
11399;2800;69;1400;2
11400;2801;18;1401;3
1400;2802;4;1401;3
11401;2803;65;1402;2
1401;2804;42;1402;1
11402;2805;25;1403;3
1402;2806;57;1403;1
11403;2807;17;1404;2
1403;2808;40;1404;2
1404;2809;29;1405;2
11404;2810;18;1405;2
1405;2811;47;1406;1
11405;2812;16;1406;3
1406;2813;57;1407;2
11406;2814;59;1407;3
1407;2815;24;1408;3
11407;2816;15;1408;1
1408;2817;28;1409;3
11408;2818;60;1409;3
11409;2819;19;1410;2
1409;2820;29;1410;2
1410;2821;13;1411;1
11410;2822;68;1411;1
1411;2823;68;1412;2
11411;2824;16;1412;2
1412;2825;6;1413;3
11412;2826;14;1413;1
1413;2827;64;1414;1
11413;2828;27;1414;1
1414;2829;12;1415;3
11414;2830;31;1415;1
1415;2831;19;1416;2
11415;2832;30;1416;3
1416;2833;48;1417;2
11416;2834;42;1417;3
1417;2835;16;1418;2
11417;2836;45;1418;2
1418;2837;43;1419;1
11418;2838;22;1419;3
11419;2839;16;1420;3
1419;2840;34;1420;2
1420;2841;20;1421;2
11420;2842;41;1421;1
11421;2843;31;1422;1
1421;2844;5;1422;3
11422;2845;54;1423;1
1422;2846;5;1423;3
11423;2847;6;1424;1
1423;2848;30;1424;1
1424;2849;64;1425;2
11424;2850;26;1425;3
11425;2851;61;1426;3
1425;2852;18;1426;3
11426;2853;65;1427;2
1426;2854;30;1427;1
11427;2855;17;1428;2
1427;2856;9;1428;1
11428;2857;48;1429;2
1428;2858;48;1429;3
11429;2859;24;1430;1
1429;2860;58;1430;2
11430;2861;23;1431;3
1430;2862;38;1431;3
11431;2863;47;1432;1
1431;2864;4;1432;2
1432;2865;3;1433;3
11432;2866;45;1433;1
1433;2867;63;1434;1
11433;2868;57;1434;2
11434;2869;39;1435;3
1434;2870;10;1435;2
11435;2871;69;1436;1
1435;2872;30;1436;1
11436;2873;62;1437;1
1436;2874;10;1437;2
11437;2875;18;1438;1
1437;2876;42;1438;3
11438;2877;11;1439;1
1438;2878;29;1439;3
11439;2879;14;1440;2
1439;2880;40;1440;3
11440;2881;39;1441;1
1440;2882;63;1441;2
11441;2883;38;1442;1
1441;2884;12;1442;3
11442;2885;70;1443;3
1442;2886;50;1443;1
11443;2887;56;1444;2
1443;2888;34;1444;2
11444;2889;18;1445;1
1444;2890;51;1445;1
11445;2891;47;1446;2
1445;2892;26;1446;3
11446;2893;39;1447;2
1446;2894;59;1447;3
1447;2895;61;1448;2
11447;2896;60;1448;2
1448;2897;29;1449;3
11448;2898;55;1449;1
11449;2899;31;1450;2
1449;2900;47;1450;2
11450;2901;13;1451;2
1450;2902;28;1451;1
11451;2903;66;1452;1
1451;2904;69;1452;3
11452;2905;5;1453;3
1452;2906;25;1453;1
11453;2907;17;1454;3
1453;2908;60;1454;2
11454;2909;66;1455;3
1454;2910;49;1455;1
11455;2911;15;1456;1
1455;2912;71;1456;3
11456;2913;28;1457;3
1456;2914;60;1457;1
11457;2915;21;1458;3
1457;2916;18;1458;2
11458;2917;69;1459;1
1458;2918;50;1459;1
11459;2919;39;1460;2
1459;2920;58;1460;2
11460;2921;33;1461;2
1460;2922;37;1461;2
1461;2923;54;1462;2
11461;2924;50;1462;1
1462;2925;36;1463;3
11462;2926;6;1463;2
1463;2927;71;1464;3
11463;2928;45;1464;3
11464;2929;19;1465;2
1464;2930;49;1465;3
11465;2931;56;1466;3
1465;2932;29;1466;3
11466;2933;44;1467;3
1466;2934;46;1467;1
11467;2935;54;1468;3
1467;2936;49;1468;2
11468;2937;41;1469;2
1468;2938;38;1469;2
11469;2939;12;1470;1
1469;2940;71;1470;2
1470;2941;6;1471;3
11470;2942;61;1471;2
1471;2943;62;1472;2
11471;2944;69;1472;2
1472;2945;39;1473;1
11472;2946;52;1473;3
1473;2947;25;1474;1
11473;2948;10;1474;1
1474;2949;10;1475;2
11474;2950;10;1475;2
1475;2951;67;1476;2
11475;2952;61;1476;2
1476;2953;10;1477;2
11476;2954;17;1477;1
1477;2955;32;1478;2
11477;2956;15;1478;1
11478;2957;18;1479;1
1478;2958;68;1479;1
1479;2959;47;1480;3
11479;2960;32;1480;3
11480;2961;1;1481;1
1480;2962;37;1481;2
1481;2963;14;1482;3
11481;2964;26;1482;2
11482;2965;42;1483;1
1482;2966;34;1483;3
11483;2967;69;1484;3
1483;2968;36;1484;1
11484;2969;4;1485;1
1484;2970;71;1485;2
1485;2971;26;1486;1
11485;2972;56;1486;1
1486;2973;27;1487;2
11486;2974;37;1487;3
11487;2975;49;1488;3
1487;2976;43;1488;2
1488;2977;45;1489;3
11488;2978;33;1489;2
1489;2979;29;1490;3
11489;2980;51;1490;3
1490;2981;10;1491;1
11490;2982;46;1491;1
11491;2983;52;1492;1
1491;2984;41;1492;1
1492;2985;61;1493;3
11492;2986;53;1493;2
11493;2987;49;1494;2
1493;2988;71;1494;3
11494;2989;2;1495;1
1494;2990;9;1495;2
1495;2991;24;1496;2
11495;2992;14;1496;2
1496;2993;15;1497;3
11496;2994;42;1497;3
1497;2995;43;1498;2
11497;2996;8;1498;3
1498;2997;41;1499;3
11498;2998;62;1499;3
1499;2999;50;1500;2
11499;3000;29;1500;1
1500;3001;61;1501;3
11500;3002;45;1501;2
1501;3003;23;1502;2
11501;3004;54;1502;1
1502;3005;16;1503;1
11502;3006;37;1503;3
11503;3007;1;1504;1
1503;3008;13;1504;2
11504;3009;69;1505;1
1504;3010;13;1505;2
11505;3011;17;1506;3
1505;3012;54;1506;1
1506;3013;39;1507;3
11506;3014;20;1507;2
11507;3015;50;1508;2
1507;3016;59;1508;2
1508;3017;51;1509;3
11508;3018;28;1509;3
11509;3019;34;1510;3
1509;3020;15;1510;3
1510;3021;18;1511;2
11510;3022;5;1511;1
11511;3023;43;1512;3
1511;3024;31;1512;1
1512;3025;52;1513;2
11512;3026;60;1513;2
11513;3027;40;1514;1
1513;3028;64;1514;2
11514;3029;36;1515;3
1514;3030;70;1515;3
11515;3031;27;1516;1
1515;3032;43;1516;3
11516;3033;68;1517;1
1516;3034;55;1517;2
11517;3035;13;1518;3
1517;3036;23;1518;2
11518;3037;8;1519;1
1518;3038;40;1519;1
11519;3039;52;1520;1
1519;3040;35;1520;1
1520;3041;37;1521;1
11520;3042;25;1521;3
1521;3043;24;1522;1
11521;3044;32;1522;3
1522;3045;40;1523;3
11522;3046;50;1523;3
1523;3047;59;1524;1
11523;3048;11;1524;2
1524;3049;28;1525;1
11524;3050;14;1525;3
11525;3051;6;1526;1
1525;3052;50;1526;1
1526;3053;42;1527;3
11526;3054;40;1527;1
11527;3055;57;1528;3
1527;3056;54;1528;2
11528;3057;57;1529;2
1528;3058;17;1529;1
1529;3059;13;1530;3
11529;3060;4;1530;1
1530;3061;63;1531;3
11530;3062;16;1531;1
1531;3063;37;1532;2
11531;3064;32;1532;3
11532;3065;71;1533;1
1532;3066;55;1533;1
1533;3067;16;1534;2
11533;3068;18;1534;1
1534;3069;50;1535;2
11534;3070;2;1535;3
1535;3071;28;1536;2
11535;3072;45;1536;3
1536;3073;29;1537;2
11536;3074;67;1537;2
11537;3075;65;1538;1
1537;3076;19;1538;3
11538;3077;12;1539;3
1538;3078;29;1539;2
1539;3079;14;1540;2
11539;3080;42;1540;3
11540;3081;3;1541;1
1540;3082;2;1541;2
11541;3083;33;1542;3
1541;3084;64;1542;2
1542;3085;42;1543;2
11542;3086;36;1543;2
11543;3087;3;1544;2
1543;3088;62;1544;3
11544;3089;5;1545;1
1544;3090;29;1545;3
11545;3091;49;1546;2
1545;3092;21;1546;3
11546;3093;23;1547;2
1546;3094;25;1547;1
11547;3095;32;1548;3
1547;3096;3;1548;3
11548;3097;4;1549;3
1548;3098;11;1549;3
11549;3099;22;1550;2
1549;3100;51;1550;2
11550;3101;48;1551;2
1550;3102;67;1551;2
11551;3103;59;1552;3
1551;3104;30;1552;1
11552;3105;28;1553;2
1552;3106;21;1553;2
1553;3107;10;1554;2
11553;3108;5;1554;2
11554;3109;9;1555;2
1554;3110;42;1555;3
11555;3111;48;1556;2
1555;3112;11;1556;3
11556;3113;69;1557;2
1556;3114;47;1557;3
11557;3115;12;1558;2
1557;3116;36;1558;3
11558;3117;34;1559;2
1558;3118;15;1559;3
1559;3119;57;1560;1
11559;3120;42;1560;3
1560;3121;26;1561;2
11560;3122;37;1561;2
11561;3123;7;1562;3
1561;3124;45;1562;2
11562;3125;28;1563;3
1562;3126;9;1563;3
11563;3127;55;1564;1
1563;3128;14;1564;1
1564;3129;24;1565;3
11564;3130;36;1565;1
11565;3131;2;1566;1
1565;3132;41;1566;2
1566;3133;50;1567;1
11566;3134;60;1567;1
1567;3135;54;1568;2
11567;3136;70;1568;2
11568;3137;22;1569;1
1568;3138;69;1569;1
11569;3139;54;1570;3
1569;3140;44;1570;3
1570;3141;57;1571;3
11570;3142;28;1571;3
1571;3143;42;1572;1
11571;3144;57;1572;1
1572;3145;43;1573;2
11572;3146;13;1573;2
11573;3147;54;1574;1
1573;3148;64;1574;2
1574;3149;39;1575;2
11574;3150;63;1575;2
11575;3151;13;1576;1
1575;3152;9;1576;3
11576;3153;56;1577;3
1576;3154;62;1577;2
11577;3155;20;1578;1
1577;3156;70;1578;1
11578;3157;31;1579;1
1578;3158;2;1579;1
1579;3159;8;1580;3
11579;3160;12;1580;1
11580;3161;29;1581;2
1580;3162;23;1581;2
1581;3163;57;1582;1
11581;3164;34;1582;2
11582;3165;53;1583;2
1582;3166;26;1583;2
1583;3167;70;1584;3
11583;3168;50;1584;2
1584;3169;33;1585;1
11584;3170;1;1585;1
1585;3171;62;1586;2
11585;3172;49;1586;1
1586;3173;70;1587;2
11586;3174;32;1587;2
1587;3175;16;1588;2
11587;3176;47;1588;3
11588;3177;11;1589;1
1588;3178;64;1589;3
1589;3179;2;1590;3
11589;3180;56;1590;1
11590;3181;65;1591;3
1590;3182;10;1591;2
11591;3183;28;1592;2
1591;3184;55;1592;2
11592;3185;69;1593;2
1592;3186;55;1593;3
11593;3187;59;1594;2
1593;3188;65;1594;3
1594;3189;30;1595;3
11594;3190;40;1595;1
1595;3191;22;1596;1
11595;3192;48;1596;2
1596;3193;31;1597;3
11596;3194;41;1597;3
11597;3195;33;1598;3
1597;3196;59;1598;2
11598;3197;61;1599;1
1598;3198;20;1599;1
1599;3199;39;1600;3
11599;3200;8;1600;2
11600;3201;20;1601;3
1600;3202;7;1601;1
1601;3203;65;1602;2
11601;3204;43;1602;1
11602;3205;61;1603;3
1602;3206;12;1603;2
1603;3207;17;1604;1
11603;3208;4;1604;2
11604;3209;29;1605;1
1604;3210;42;1605;2
11605;3211;16;1606;1
1605;3212;52;1606;1
11606;3213;10;1607;3
1606;3214;16;1607;1
11607;3215;10;1608;1
1607;3216;3;1608;2
11608;3217;24;1609;1
1608;3218;49;1609;1
11609;3219;55;1610;1
1609;3220;63;1610;1
11610;3221;61;1611;1
1610;3222;69;1611;2
11611;3223;31;1612;1
1611;3224;44;1612;2
11612;3225;33;1613;3
1612;3226;68;1613;1
1613;3227;45;1614;3
11613;3228;33;1614;2
1614;3229;58;1615;2
11614;3230;35;1615;3
1615;3231;52;1616;2
11615;3232;39;1616;1
1616;3233;7;1617;3
11616;3234;58;1617;1
1617;3235;50;1618;3
11617;3236;7;1618;3
11618;3237;31;1619;1
1618;3238;1;1619;2
1619;3239;19;1620;1
11619;3240;23;1620;1
11620;3241;30;1621;3
1620;3242;64;1621;3
11621;3243;21;1622;3
1621;3244;20;1622;1
11622;3245;5;1623;3
1622;3246;33;1623;3
11623;3247;16;1624;2
1623;3248;41;1624;1
11624;3249;62;1625;2
1624;3250;33;1625;2
11625;3251;50;1626;3
1625;3252;29;1626;2
11626;3253;48;1627;1
1626;3254;9;1627;3
11627;3255;47;1628;1
1627;3256;65;1628;1
11628;3257;27;1629;3
1628;3258;70;1629;2
1629;3259;39;1630;3
11629;3260;52;1630;1
1630;3261;56;1631;2
11630;3262;10;1631;3
1631;3263;41;1632;1
11631;3264;62;1632;1
1632;3265;19;1633;2
11632;3266;63;1633;3
11633;3267;21;1634;2
1633;3268;39;1634;3
11634;3269;39;1635;2
1634;3270;71;1635;3
11635;3271;57;1636;3
1635;3272;11;1636;3
11636;3273;13;1637;3
1636;3274;17;1637;3
1637;3275;61;1638;1
11637;3276;47;1638;2
1638;3277;46;1639;2
11638;3278;55;1639;3
11639;3279;19;1640;1
1639;3280;44;1640;3
11640;3281;36;1641;2
1640;3282;42;1641;3
1641;3283;42;1642;3
11641;3284;32;1642;3
11642;3285;41;1643;1
1642;3286;47;1643;1
1643;3287;52;1644;3
11643;3288;31;1644;3
11644;3289;26;1645;2
1644;3290;24;1645;1
11645;3291;13;1646;3
1645;3292;53;1646;3
1646;3293;16;1647;1
11646;3294;37;1647;1
1647;3295;63;1648;1
11647;3296;67;1648;1
1648;3297;8;1649;2
11648;3298;57;1649;3
11649;3299;70;1650;3
1649;3300;59;1650;1
11650;3301;22;1651;3
1650;3302;6;1651;2
11651;3303;50;1652;2
1651;3304;68;1652;3
11652;3305;24;1653;2
1652;3306;23;1653;1
1653;3307;34;1654;2
11653;3308;64;1654;1
1654;3309;67;1655;1
11654;3310;26;1655;1
1655;3311;34;1656;3
11655;3312;32;1656;2
1656;3313;42;1657;1
11656;3314;21;1657;2
1657;3315;66;1658;3
11657;3316;50;1658;2
1658;3317;13;1659;2
11658;3318;71;1659;1
1659;3319;39;1660;1
11659;3320;19;1660;1
1660;3321;70;1661;1
11660;3322;58;1661;3
11661;3323;12;1662;3
1661;3324;53;1662;1
11662;3325;11;1663;1
1662;3326;60;1663;3
11663;3327;2;1664;1
1663;3328;61;1664;3
11664;3329;16;1665;1
1664;3330;59;1665;3
11665;3331;3;1666;3
1665;3332;31;1666;1
1666;3333;69;1667;1
11666;3334;44;1667;3
11667;3335;22;1668;3
1667;3336;21;1668;2
11668;3337;52;1669;2
1668;3338;19;1669;2
11669;3339;14;1670;1
1669;3340;53;1670;1
11670;3341;9;1671;3
1670;3342;12;1671;3
11671;3343;55;1672;1
1671;3344;19;1672;2
1672;3345;53;1673;1
11672;3346;7;1673;3
1673;3347;68;1674;2
11673;3348;39;1674;3
1674;3349;43;1675;3
11674;3350;27;1675;3
1675;3351;15;1676;3
11675;3352;13;1676;2
11676;3353;53;1677;3
1676;3354;70;1677;2
1677;3355;4;1678;3
11677;3356;43;1678;1
1678;3357;28;1679;3
11678;3358;71;1679;2
11679;3359;29;1680;1
1679;3360;14;1680;2
11680;3361;25;1681;2
1680;3362;43;1681;2
1681;3363;27;1682;2
11681;3364;21;1682;2
1682;3365;23;1683;3
11682;3366;20;1683;1
11683;3367;57;1684;1
1683;3368;49;1684;1
11684;3369;30;1685;2
1684;3370;47;1685;3
11685;3371;16;1686;3
1685;3372;67;1686;2
11686;3373;9;1687;1
1686;3374;43;1687;3
11687;3375;22;1688;1
1687;3376;58;1688;3
11688;3377;52;1689;2
1688;3378;55;1689;1
1689;3379;33;1690;1
11689;3380;48;1690;2
1690;3381;9;1691;3
11690;3382;35;1691;2
1691;3383;14;1692;3
11691;3384;57;1692;1
1692;3385;70;1693;3
11692;3386;59;1693;3
1693;3387;51;1694;2
11693;3388;55;1694;2
11694;3389;65;1695;3
1694;3390;60;1695;2
11695;3391;15;1696;2
1695;3392;44;1696;3
1696;3393;71;1697;3
11696;3394;20;1697;1
1697;3395;28;1698;1
11697;3396;11;1698;1
1698;3397;41;1699;2
11698;3398;35;1699;2
11699;3399;50;1700;2
1699;3400;21;1700;1
11700;3401;64;1701;3
1700;3402;70;1701;3
11701;3403;37;1702;1
1701;3404;60;1702;2
11702;3405;30;1703;1
1702;3406;67;1703;2
1703;3407;38;1704;3
11703;3408;48;1704;1
1704;3409;48;1705;1
11704;3410;48;1705;1
1705;3411;60;1706;1
11705;3412;61;1706;3
11706;3413;15;1707;1
1706;3414;61;1707;3
1707;3415;9;1708;1
11707;3416;4;1708;2
11708;3417;57;1709;2
1708;3418;62;1709;3
1709;3419;44;1710;1
11709;3420;70;1710;1
1710;3421;49;1711;2
11710;3422;33;1711;2
1711;3423;15;1712;1
11711;3424;14;1712;2
1712;3425;54;1713;3
11712;3426;55;1713;1
11713;3427;50;1714;3
1713;3428;33;1714;2
11714;3429;52;1715;3
1714;3430;16;1715;3
11715;3431;30;1716;1
1715;3432;14;1716;1
11716;3433;32;1717;1
1716;3434;64;1717;3
1717;3435;31;1718;1
11717;3436;66;1718;2
1718;3437;61;1719;3
11718;3438;66;1719;3
1719;3439;1;1720;1
11719;3440;21;1720;2
1720;3441;71;1721;2
11720;3442;41;1721;1
11721;3443;10;1722;2
1721;3444;45;1722;1
11722;3445;2;1723;2
1722;3446;39;1723;2
1723;3447;9;1724;3
11723;3448;4;1724;1
1724;3449;46;1725;2
11724;3450;42;1725;3
11725;3451;11;1726;1
1725;3452;32;1726;2
1726;3453;32;1727;3
11726;3454;47;1727;1
11727;3455;4;1728;2
1727;3456;40;1728;2
1728;3457;70;1729;3
11728;3458;35;1729;1
1729;3459;21;1730;3
11729;3460;44;1730;2
11730;3461;68;1731;2
1730;3462;51;1731;3
1731;3463;6;1732;3
11731;3464;8;1732;2
1732;3465;36;1733;2
11732;3466;6;1733;2
11733;3467;66;1734;1
1733;3468;66;1734;1
11734;3469;62;1735;2
1734;3470;2;1735;2
11735;3471;19;1736;3
1735;3472;31;1736;2
11736;3473;40;1737;1
1736;3474;50;1737;3
1737;3475;16;1738;3
11737;3476;71;1738;3
1738;3477;56;1739;3
11738;3478;11;1739;2
11739;3479;3;1740;2
1739;3480;58;1740;2
11740;3481;68;1741;1
1740;3482;65;1741;2
11741;3483;1;1742;2
1741;3484;69;1742;2
11742;3485;12;1743;1
1742;3486;48;1743;3
11743;3487;65;1744;2
1743;3488;10;1744;1
11744;3489;66;1745;1
1744;3490;66;1745;3
11745;3491;43;1746;2
1745;3492;13;1746;3
11746;3493;36;1747;3
1746;3494;22;1747;2
1747;3495;8;1748;2
11747;3496;52;1748;3
11748;3497;45;1749;3
1748;3498;48;1749;3
1749;3499;53;1750;1
11749;3500;12;1750;1
11750;3501;30;1751;2
1750;3502;67;1751;2
